"","Animal ID","SampleNumber","SetName","SampleType","replicate","Species","Collection Date","SampleWt","Dry_wt Format","Lipid format","CB103 Recovery Format","HCB Conc Format","aHCH Conc Format","bHCH Conc Format","lindane Conc Format","achlor Conc Format","cnona Conc Format","bchlor Conc Format","hept Conc Format","HPE Conc Format","nona3 Conc Format","oxychlor Conc Format","tnona Conc Format","aldrin Conc Format","diel Conc Format","mirex Conc Format","eslf1 Conc Format","cb17 Conc Format","cb18 Conc Format","cb28 Conc Format","cb31 Conc Format","cb33 Conc Format","cb44 Conc Format","cb49 Conc Format","cb52 Conc Format","cb66 Conc Format","cb70 Conc Format","cb74 Conc Format","cb82 Conc Format","cb87 Conc Format","cb95 Conc Format","cb99 Conc Format","cb101 Conc Format","cb105 Conc Format","cb110 Conc Format","cb118 Conc Format","cb128 Conc Format","cb138 Conc Format","cb149 Conc Format","cb151 Conc Format","cb153 Conc Format","cb156 Conc Format","cb158 Conc Format","cb170 Conc Format","cb171 Conc Format","cb177 Conc Format","cb180 Conc Format","cb183 Conc Format","cb187 Conc Format","cb191 Conc Format","cb194 Conc Format","cb195 Conc Format","cb199 Conc Format","cb205 Conc Format","cb206 Conc Format","cb208 Conc Format","cb209 Conc Format","opDDD Conc Format","opdde Conc Format","opDDT Conc Format","ppDDD Conc Format","ppDDE Conc Format","ppDDT Conc Format","Sum CHLDs Conc Format","Sum DDTs Conc Format","Sum HCHs Conc Format","Sum40CBs Conc Format","Total PCBs Conc Format","BDE28 conc format","BDE47 conc format","BDE49 conc format","BDE66 conc format","BDE85 conc format","BDE99 conc format","BDE100 conc format","Br5DE04 conc format","Br5DE05 conc format","BDE153 conc format","BDE154 conc format","Br6DE01 conc format","BDE155 conc format","BDE183 conc format","Br7DE01 conc format","SumBDE conc format","SampleFlag","SampleNote","Task_number","LabStartDate","InstDateCH","NOAA_Set Name","NOAA_SampleNumber","NOAA_Sample Category","NOAA_Sample Type","NOAA_replicate","NOAA_Species Common name","NOAA_Date collected","NOAA_Sample Weight SI","NOAA_Weight % C MS","NOAA_Weight % N MS","NOAA_C_N_RatioMS","NOAA_delta 13C_LipExt","NOAA_delta 15N_LipExt","NOAA_Sample Flag","NOAA_Note","UW_IsoLab ID","UW_Analysis Date","UW_Project","UW_Analysis #","UW_Amount (mg)","UW_Comments","UW_PeakArea N (Vs)","UW_Percent N","UW_Percent N Accuracy","UW_Percent N Precision","UW_Delta N_NotExt","UW_d15N Accuracy","UW_d15N Precision","UW_PeakArea C (Vs)","UW_Percent C","UW_Percent C Accuracy","UW_Percent C Precision","UW_Delta C_NotExt","UW_d13C Accuracy","UW_d13C Precision"
"2","16MA10-TM9867A","119-3906","PS3495","Tissue - muscle",NA,"Blackmouth chinook",2016-10-06,2.003,21.5670304609871,0.6616303546245,103,"< 0.33","< 0.32","< 0.33","< 0.33","< 0.33","< 0.33","< 0.32","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","0.33","0.38","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","0.49","< 0.33","< 0.33","0.62","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","0.35","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.32","0.53","< 0.33","< LOQ","0.53","< LOQ","2.2000000000000002","3.6","< 0.33","0.38","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","< 0.33","0.38",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,20170507,"2016 Blackmouth",86497,0.527,NA,189.318,13.796,-0.0054384,0.14064,15.8211,-0.08847,0.057227,116.211,46.7734,0.4081,0.52474,-17.7695,-0.0013715,0.05281
"3","16MA10-TM9868A","119-3907","PS3495","Tissue - muscle",NA,"Blackmouth chinook",2016-10-06,2.015,30.2589514066496,9.78841751266472,104,"0.83","0.38","0.4","< 0.26","0.35","0.28999999999999998","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","0.61","< 0.26","0.54","< 0.26","< 0.26","< 0.26","0.5","0.7","0.66","0.4","0.55000000000000004","0.7","1.2","0.49","0.78","0.39","< 0.26","0.72","1.5","1.8","3","0.73","2.2999999999999998","1.8","0.87","4.4000000000000004","2.2000000000000002","0.87","5.7","0.3","0.33","0.72","0.28000000000000003","0.66","1.8","0.9","2.5","< 0.27","< 0.26","< 0.26","< 0.27","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.27","< 0.26","0.64","3.7","< 0.26","1.3","4.4000000000000004","0.78","40","52","< 0.26","5.2","0.84","< 0.27","< 0.26","1.2","0.84","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","8.1",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,20170507,"2016 Blackmouth",86498,0.469,NA,114.388,9.5318,-0.0054384,0.14064,15.2425,-0.08847,0.057227,121.862,55.0421,0.4081,0.52474,-18.6237,-0.0013715,0.05281
"4","16MA10-TM9869A","119-3908","PS3495","Tissue - muscle",NA,"Blackmouth chinook",2016-10-06,2.009,22.0059880239521,1.36663385280303,106,"0.26","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.31","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.25","0.34","0.32","< 0.22","0.25","0.33","0.51","0.28999999999999998","0.39","< 0.22","< 0.22","0.33","0.74","0.96","1.5","0.38","1.2","1","0.48","2.4","1.5","0.44","3","< 0.22","< 0.22","0.38","< 0.22","0.37","0.95","0.5","1.4","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.26","1.8","< 0.22","0.31","2.1","< LOQ","20","27","< 0.22","2.1","0.26","< 0.22","< 0.22","0.99","0.4","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","3.8",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-15,"ST3507","130-24918A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-10-06,0.221,46.461741805156,14.4242545549059,3.22108443304985,-15.6033143514055,15.0301540339885,NA,NA,259,20170507,"2016 Blackmouth",86499,0.575,NA,200.623,13.3791,-0.0054384,0.14064,15.3325,-0.08847,0.057227,128.903,47.4201,0.4081,0.52474,-16.0612,-0.0013715,0.05281
"5","16MA10-TM9869A","119-3908","PS3495","Tissue - muscle",NA,"Blackmouth chinook",2016-10-06,2.009,22.0059880239521,1.36663385280303,106,"0.26","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.31","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.25","0.34","0.32","< 0.22","0.25","0.33","0.51","0.28999999999999998","0.39","< 0.22","< 0.22","0.33","0.74","0.96","1.5","0.38","1.2","1","0.48","2.4","1.5","0.44","3","< 0.22","< 0.22","0.38","< 0.22","0.37","0.95","0.5","1.4","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.26","1.8","< 0.22","0.31","2.1","< LOQ","20","27","< 0.22","2.1","0.26","< 0.22","< 0.22","0.99","0.4","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","3.8",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-15,"ST3507","130-24918B","Fish","Tissue - muscle",NA,"Chinook salmon",2016-10-06,0.299999999999999,44.6225201446882,14.0664574147645,3.17226426163642,-15.0661679251873,15.112979179724,NA,NA,259,20170507,"2016 Blackmouth",86499,0.575,NA,200.623,13.3791,-0.0054384,0.14064,15.3325,-0.08847,0.057227,128.903,47.4201,0.4081,0.52474,-16.0612,-0.0013715,0.05281
"6","16MA10-TM9870A","119-3909","PS3495","Tissue - muscle",NA,"Blackmouth chinook",2016-10-12,2.015,27.6315789473684,7.03954155834816,105,"0.68","0.28000000000000003","0.3","< 0.22","0.28999999999999998","0.24","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.52","< 0.22","0.4","< 0.22","< 0.22","< 0.22","0.32","0.48","0.42","0.27","0.41","0.55000000000000004","0.92","0.38","0.53","0.28000000000000003","< 0.22","0.54","1.1000000000000001","1.5","2.4","0.57999999999999996","1.5","1.4","0.55000000000000004","3.5","1.8","0.66","4.8","< 0.22","0.27","0.53","< 0.22","0.46","1.2","0.6","1.7","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.51","3.2","0.24","1.1000000000000001","3.9","0.57999999999999996","30","40","< 0.22","2.8","0.43","< 0.22","< 0.22","0.67","0.56000000000000005","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","4.4000000000000004",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,20170507,"2016 Blackmouth",86500,0.525,NA,147.607,10.8796,-0.0054384,0.14064,15.6819,-0.08847,0.057227,129.513,52.1758,0.4081,0.52474,-18.0868,-0.0013715,0.05281
"7","16MA10-TM9871A","119-3910","PS3495","Tissue - muscle",NA,"Blackmouth chinook",2016-10-12,2.018,28.0743190048811,7.80030391632399,104,"0.91","0.34","0.39","< 0.23","0.28000000000000003","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","0.51","< 0.23","0.44","< 0.23","< 0.23","< 0.23","0.41","0.55000000000000004","0.52","0.33","0.39","0.45","0.81","0.38","0.54","0.26","< 0.23","0.44","1","1.1000000000000001","1.8","0.45","1.5","1.1000000000000001","0.56999999999999995","2.5","1.7","0.53","3.2","< 0.23","< 0.23","0.4","< 0.23","0.41","1","0.51","1.5","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","0.48","4.4000000000000004","< 0.23","0.8","4.9000000000000004","0.74","25","32","< 0.23","2.8","0.45","< 0.23","< 0.23","0.89","0.48","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","4.5999999999999996",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-15,"ST3507","130-24919A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-10-12,0.299999999999999,46.5929052570274,14.3871635431968,3.23850529099318,-16.9790275005686,15.1518970192865,NA,NA,261,20170507,"2016 Blackmouth",86501,0.496,NA,132.906,10.4081,-0.0054384,0.14064,15.305,-0.08847,0.057227,126.305,53.8929,0.4081,0.52474,-19.2139,-0.0013715,0.05281
"9","16MA10-TM9873A","119-3911","PS3495","Tissue - muscle",NA,"Blackmouth chinook",2016-10-12,2.016,29.7195676014413,9.87322761459603,105,"0.84","0.4","0.45","< 0.22","0.28999999999999998","0.24","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.54","< 0.22","0.54","< 0.22","< 0.22","0.22","0.57999999999999996","0.79","0.74","0.44","0.54","0.65","1.2","0.52","0.75","0.37","< 0.22","0.68","1.5","1.6","2.8","0.65","1.8","1.6","0.71","4.9000000000000004","2.6","0.9","6.4","0.3","0.41","1.3","0.41","0.82","2.8","1.1000000000000001","2.4","< 0.22","0.41","< 0.22","0.34","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.5","3","< 0.22","1.1000000000000001","3.5","0.85","43","56","< 0.22","3","0.48","< 0.22","< 0.22","0.78","0.51","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","4.8",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-15,"ST3507","130-24921A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-10-12,0.246999999999999,46.5419162779279,14.4196337756411,3.22767672203647,-15.1250994575602,15.7715887723196,NA,NA,263,20170507,"2016 Blackmouth",86503,0.491,NA,118.881,9.4466,-0.0054384,0.14064,15.8342,-0.08847,0.057227,125.723,54.1973,0.4081,0.52474,-18.4867,-0.0013715,0.05281
"10","16MA10-TM9874A","119-3912","PS3495","Tissue - muscle",NA,"Blackmouth chinook",2016-10-12,2.011,34.353091140854,13.6665395643111,98,"1.1000000000000001","0.59","0.63","< 0.28","0.41","0.28000000000000003","< 0.28","< 0.28","< 0.28","< 0.28","< 0.28","0.69","< 0.28","0.75","< 0.28","< 0.28","< 0.28","0.64","0.82","0.79","0.5","0.64","0.78","1.4","0.57999999999999996","0.83","0.41","< 0.28","0.72","1.7","1.7","2.8","0.65","2.1","1.6","0.72","3.6","2.4","0.76","4.5999999999999996","< 0.28","< 0.28","0.5","< 0.28","0.5","1.2","0.61","1.9","< 0.28","< 0.28","< 0.28","< 0.28","< 0.28","< 0.28","< 0.28","< 0.28","< 0.28","< 0.28","< 0.28","0.75","5.4","< 0.28","1.4","6.1","1.2","35","45","< 0.28","4.2","0.86","< 0.28","< 0.28","1.1000000000000001","0.73","< 0.28","< 0.28","< 0.28","< 0.28","< 0.28","< 0.28","< 0.28","< 0.28","6.8",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,20170507,"2016 Blackmouth",86507,0.464,NA,97.044,8.2376,-0.0054384,0.14064,15.7507,-0.08847,0.057227,127.13,57.9762,0.4081,0.52474,-19.7589,-0.0013715,0.05281
"11","16MA10-TM9875A","119-3913","PS3495","Tissue - muscle",NA,"Blackmouth chinook",2016-10-12,2.008,32.7887055837563,13.6066048141534,102,"1.2","0.51","0.57999999999999996","< 0.26","0.54","0.54","< 0.26","< 0.26","< 0.26","< 0.26","0.3","1.2","< 0.26","0.82","< 0.26","< 0.26","< 0.26","0.64","0.98","0.9","0.49","0.89","1.1000000000000001","2.1","0.98","1.2","0.67","0.26","1.3","3.2","4","6.2","1.4","3.9","3.3","1.8","9.5","5.7","1.9","13","0.54","0.75","1.3","0.56000000000000005","1.4","3.2","1.8","5.2","< 0.26","0.43","< 0.26","0.53","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","1.1000000000000001","8","0.39","2.5","9.5","1.1000000000000001","81","110","< 0.26","8.5","1.6","< 0.26","< 0.26","2.7","1.6","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","14",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-15,"ST3507","130-24922A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-10-12,0.287999999999999,46.6284667787315,14.4138667017765,3.23497280386147,-15.4844851959652,16.0779420222087,NA,NA,265,20170507,"2016 Blackmouth",86508,0.643,NA,158.417,9.5113,-0.0054384,0.14064,16.1224,-0.08847,0.057227,176.776,57.7564,0.4081,0.52474,-18.5219,-0.0013715,0.05281
"156",NA,"119-3914","PS3495","SRM 1947",NA,NA,NA,1.062,27.3999670673472,10.0125208907708,112,"6.1","1","< 0.42","< 0.42","42","63","11","< 0.42","12","9.1999999999999993","23","120","< 0.42","70","4.5","< 0.42","0.78","3","14","11","0.96","20","26","35","67","55","32","2.9","29","34","75","91","60","93","100","41","200","72","19","220","14","15","38","11","24","83","27","70","1.5","15","4.3","20","0.85","6.9","3","2.2999999999999998","4","3.7","17","36","720","54","280","840","1","1600","2100","2.7","78","6.2","2.5","< 0.42","22","20","< 0.42","< 0.42","4.5999999999999996","7.1","< 0.42","0.57999999999999996","< 0.42","< 0.42","140",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",NA,"119-3915","PS3495","Method Blank",NA,NA,NA,2.0135,NA,0.03547214833427,101,"< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< LOQ","< LOQ","< LOQ","< LOQ","< LOQ","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< LOQ",NA,NA,"PS16BlkChnA",2017-05-08,2017-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","16MA10-TM9876A","119-3918","PS3496","Tissue - muscle",NA,"Blackmouth chinook",2016-10-12,2.021,31.9937451133698,11.4355443877978,105,"1.1000000000000001","0.47","0.56999999999999995","< 0.22","0.28999999999999998","0.26","< 0.22","< 0.22","< 0.23","< 0.22","< 0.22","0.59","< 0.22","0.55000000000000004","< 0.23","< 0.23","0.28000000000000003","0.72","1.1000000000000001","0.96","0.56000000000000005","0.69","0.75","1.4","0.62","0.87","0.4","< 0.22","0.69","1.7","1.7","2.8","0.64","2.1","1.6","0.67","3.5","2.5","0.79","4.5","< 0.23","0.25","0.47","< 0.23","0.49","1.2","0.59","1.9","< 0.23","< 0.23","< 0.23","0.25","< 0.23","< 0.22","< 0.23","< 0.23","< 0.23","< 0.23","< 0.22","0.67","3.5","< 0.23","1.1000000000000001","4.2","1","37","46","< 0.22","3.1","0.77","< 0.23","< 0.23","1","0.54","< 0.23","< 0.23","< 0.22","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","5.4",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,20170507,"2016 Blackmouth",86509,0.525,NA,122.261,9.0754,-0.0054384,0.14064,15.3001,-0.08847,0.057227,137.216,55.2011,0.4081,0.52474,-19.4426,-0.0013715,0.05281
"13","16MA10-TM9877A","119-3919","PS3496","Tissue - muscle",NA,"Blackmouth chinook",2016-10-12,2.004,22.6466795615731,1.5050951794486,103,"0.27","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.20","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","0.35","0.48","0.47","0.28999999999999998","< 0.19","< 0.20","0.25","< 0.19","0.23","< 0.19","< 0.19","< 0.20","0.21","0.25","0.44","< 0.20","0.37","0.31","< 0.20","0.64","0.36","< 0.19","0.78","< 0.19","< 0.19","< 0.20","< 0.20","< 0.20","0.26","< 0.19","0.37","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.19","< 0.20","< 0.19","< 0.19","< 0.20","< 0.19","< 0.19","0.97","< 0.20","< LOQ","0.97","< LOQ","6","8.1999999999999993","< 0.19","0.53","< 0.20","< 0.20","< 0.20","0.24","< 0.20","< 0.20","< 0.20","< 0.19","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.77",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,20170507,"2016 Blackmouth",86510,0.493,NA,175.651,13.7115,-0.0054384,0.14064,14.8535,-0.08847,0.057227,114.328,49.2116,0.4081,0.52474,-17.2337,-0.0013715,0.05281
"14","16MA10-TM9878A","119-3920","PS3496","Tissue - muscle",NA,"Blackmouth chinook",2016-10-12,2.006,34.3789013732834,14.3544662687361,106,"1.2","0.65","0.71","< 0.20","0.42","0.4","< 0.20","< 0.20","< 0.20","< 0.20","0.26","0.9","< 0.20","0.67","< 0.20","< 0.20","0.27","0.7","1.1000000000000001","1","0.56999999999999995","0.92","1","2","0.89","1.2","0.61","0.24","1","2.7","3","4.9000000000000004","1.2","3.3","2.9","1.4","6.5","4.3","1.4","8.6","0.4","0.53","1","0.42","1","2.2999999999999998","1.3","3.9","< 0.20","0.24","< 0.20","0.38","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.9","5.5","0.31","2","6.7","1.4","63","80","0.2","6.3","1.4","< 0.20","< 0.20","2","1.2","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","11",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,20170507,"2016 Blackmouth",86511,0.607,NA,117.149,7.5347,-0.0054384,0.14064,16.0973,-0.08847,0.057227,166.255,57.608,0.4081,0.52474,-19.3922,-0.0013715,0.05281
"16","16MA10-TM9880A","119-3921","PS3496","Tissue - muscle",NA,"Blackmouth chinook",2016-10-12,2.005,29.8627385336458,10.9970149672722,114,"1.1000000000000001","0.49","0.49","< 0.16","0.76","0.85","< 0.16","< 0.16","< 0.16","< 0.16","0.41","1.6","< 0.16","0.83","< 0.16","< 0.16","0.25","0.64","1.2","1.1000000000000001","0.53","1.3","1.5","3.1","1.3","1.6","0.91","0.45","1.5","4.7","5.4","8.1","1.7","5.7","4.2","2","11","7.5","2.4","14","0.56000000000000005","0.91","1.5","0.68","1.6","3.2","1.8","5.5","< 0.16","0.47","< 0.16","0.75","< 0.16","0.28000000000000003","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","1.6","12","0.65","3.6","14","0.98","99","130","0.31","9.4","2.5","0.19","< 0.16","2.2999999999999998","1.9","< 0.16","< 0.16","0.18","0.26","< 0.16","< 0.16","< 0.16","< 0.16","17",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,"ST3507","130-24924A","Fish","Tissue - muscle",NA,"Chinook salmon",2016-10-12,0.213999999999999,46.1530234626282,14.4519499005106,3.1935499209693,-15.4844851959652,16.4282025782709,NA,NA,270,20170507,"2016 Blackmouth",86513,0.659,NA,164.209,9.6088,-0.0054384,0.14064,16.6297,-0.08847,0.057227,178.2,56.7997,0.4081,0.52474,-18.9843,-0.0013715,0.05281
"20","16MA10-TM9884A","119-3922","PS3496","Tissue - muscle",NA,"Blackmouth chinook",2016-11-04,2.009,34.1090213579853,15.1448004285158,106,"1.4","0.69","0.76","< 0.17","0.42","0.36","< 0.17","< 0.17","0.22","< 0.17","0.25","0.79","< 0.17","0.75","< 0.17","< 0.17","0.27","0.7","1","0.93","0.56000000000000005","0.7","0.78","1.5","0.65","0.94","0.45","0.17","0.69","1.8","1.9","3.2","0.75","2.5","1.9","1","4.4000000000000004","2.8","0.95","5.6","0.32","0.33","0.78","0.33","0.8","1.8","0.98","2.9","< 0.17","0.21","< 0.17","0.32","< 0.17","< 0.17","< 0.17","< 0.17","0.18","< 0.17","< 0.17","0.8","6.4","0.21","2","7.6","1.5","45","56","< 0.17","4.8","1","< 0.17","< 0.17","1.7","1","< 0.17","< 0.17","< 0.17","0.23","< 0.17","< 0.17","< 0.17","< 0.17","8.8000000000000007",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,20170507,"2016 Blackmouth",86521,0.598,NA,138.779,8.9998,-0.0054384,0.14064,15.3656,-0.08847,0.057227,153.683,54.1403,0.4081,0.52474,-19.1434,-0.0013715,0.05281
"42","16MA12-TM9823A","119-3923","PS3496","Tissue - muscle",NA,"Blackmouth chinook",2016-03-05,2.017,26.9682820801803,7.59141150332717,109,"1.3","0.31","0.36","< 0.19","0.42","0.5","< 0.19","< 0.19","< 0.19","< 0.19","0.24","1.2","< 0.19","0.51","< 0.19","< 0.19","< 0.19","0.44","0.84","0.71","0.35","0.68","0.79","1.6","0.67","0.94","0.51","< 0.19","0.73","1.9","2.5","3.7","0.95","2.4","2.2999999999999998","1.1000000000000001","5.5","3","1.1000000000000001","7.3","0.32","0.41","0.88","0.34","0.85","1.9","1","3.3","< 0.19","0.3","< 0.19","0.45","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","0.84","6.4","0.25","2.2999999999999998","7.5","0.67","50","65","< 0.19","4.7","1","< 0.19","< 0.19","1","1","< 0.19","< 0.19","< 0.19","0.21","< 0.19","< 0.19","< 0.19","< 0.19","7.9",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,20170417,"2016 Blackmouth",86164,0.531,NA,152.233,11.932,0.15292,0.47969,16.6373,-0.10138,0.068495,139.332,59.9073,0.90974,2.0745,-20.6618,0.023428,0.0425
"43","16MA12-TM9824A","119-3924","PS3496","Tissue - muscle",NA,"Blackmouth chinook",2016-03-05,2.015,24.0960099750623,3.68096315218763,111,"0.81","0.18","< 0.18","< 0.18","0.31","0.28999999999999998","< 0.17","< 0.18","< 0.18","< 0.18","0.25","0.72","< 0.18","0.32","< 0.18","< 0.18","< 0.18","0.4","0.68","0.61","0.32","0.54","0.59","1.2","0.51","0.72","0.36","< 0.18","0.53","1.3","1.6","2.5","0.63","1.8","1.6","0.72","3.5","2","0.69","4.5999999999999996","0.19","0.24","0.52","0.23","0.54","1.3","0.71","2.2000000000000002","< 0.18","< 0.18","< 0.18","0.26","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","0.6","4","0.18","1.6","4.8","0.18","34","43","< 0.18","3.2","0.69","< 0.18","< 0.18","1","0.65","< 0.18","< 0.18","< 0.18","< 0.18","0.4","< 0.18","< 0.18","< 0.18","6",NA,NA,"PS16BlkChnB",2017-05-11,2017-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,20170420,"2016 Blackmouth",86178,0.637,NA,210.605,12.5347,-0.1151,0.14484,16.1595,-0.038889,0.082884,156.977,51.7705,0.18197,0.61283,-18.95,-0.021098,0.035562
